,imdbId,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Actor10
6805,765458,David Jason,Marc Warren,Michelle Dockery,David Warner,Tony Robinson,Nigel Planer,Peter Guinness,Stephen Marcus,Craig Conway,Rhodri Meilir
6806,964539,Milo Ventimiglia,Michael Weston,Alyssa Milano,Lauren Lee Smith,Johnny Whitworth,John de Lancie,Mei Melançon,Keir O'Donnell,Buddy Lewis,Dan Callahan
6807,801526,Elliot Page,Maxwell McCabe-Lokos,Ari Cohen,Erin McMurtry,Zie Souwand,Stephen Amell,Leonard Dunbar,Chris Ratz,Daniel Fathers,Ryan Cooley
6808,1039652,Daniel Giménez Cacho,Daniel Tovar,Alan Chávez,Carlos Bardem,Mario Zaragoza,Marina de Tavira,Maribel Verdú,Fernando Becerril,Andrés Montiel,Claudio Obregón
6809,819714,Simon Armstrong,Ben Batt,Geoffrey Beevers,Rachel Bell,Paul Brooke,Huw Ceredig,Richard Clifford,Richard Dillane,Joel Dommett,Rachel Essex
6810,96126,Evgeniy Evstigneev,Vladimir Tolokonnikov,Boris Plotnikov,Roman Kartsev,Nina Ruslanova,Evgeniy Kuznetsov,Olga Melikhova,Aleksey Mironov,Anzhelika Nevolina,Natalya Fomenko
6811,859163,Brendan Fraser,Jet Li,Maria Bello,John Hannah,Michelle Yeoh,Luke Ford,Isabella Leong,Anthony Chau-Sang Wong,Russell Wong,Liam Cunningham
6812,805570,Bradley Cooper,Leslie Bibb,Brooke Shields,Vinnie Jones,Roger Bart,Tony Curran,Barbara Eve Harris,Peter Jacobson,Stephanie Mace,Ted Raimi
6813,978759,Melissa Leo,Misty Upham,Charlie McDermott,Michael O'Keefe,Mark Boone Junior,James Reilly,Jay Klaitz,John Canoe,Dylan Carusona,Michael Skye
6814,497465,Rebecca Hall,Scarlett Johansson,Christopher Evan Welch,Chris Messina,Patricia Clarkson,Kevin Dunn,Julio Perillán,Juan Quesada,Ricard Salom,Maurice Sonnenberg
6815,1117563,Kevin Conroy,Jason Marsden,Scott Menville,George Newbern,Corey Padnos,Crystal Scales,Alanna Ubach,Hynden Walch,Corey Burton,Gary Dourdan
6816,783608,Woody Harrelson,Kristin Scott Thomas,Lauren Bacall,Ned Beatty,Moritz Bleibtreu,Mary Beth Hurt,Lily Tomlin,Willem Dafoe,William Hope,Geff Francis
6817,910936,Seth Rogen,James Franco,Danny McBride,Kevin Corrigan,Craig Robinson,Gary Cole,Rosie Perez,Ed Begley Jr.,Nora Dunn,Amber Heard
6818,425637,Tony Leung Chiu-wai,Takeshi Kaneshiro,Fengyi Zhang,Chang Chen,Wei Zhao,Jun Hu,Shidô Nakamura,Chi-Ling Lin,Yong You,Yong Hou
6819,1018785,Amber Tamblyn,Alexis Bledel,America Ferrera,Blake Lively,Rachel Nichols,Tom Wisdom,Rachel Ticotin,Leonardo Nam,Michael Rady,Shohreh Aghdashloo
6820,411475,Julia Jones,Larry Bishop,Leonor Varela,Austin Galuppo,Pete Randall,Vinnie Jones,David Carradine,Dean Delray,Michael Beach,Steve McCammon
6821,810900,Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel,Corbin Bleu,Monique Coleman,Bart Johnson,Alyson Reed,Chris Warren,Jessica Tuck
6822,942385,Jeff Kahn,Robert Downey Jr.,Anthony Ruivivar,Jack Black,Jay Baruchel,Brandon T. Jackson,Ben Stiller,Eric Winzenried,Steve Coogan,Valerie Azlynn
6823,1185834,Matt Lanter,Ashley Eckstein,James Arnold Taylor,Dee Bradley Baker,Tom Kane,Nika Futterman,Ian Abercrombie,Corey Burton,Catherine Taber,Matthew Wood
6824,1029120,Luke Wilson,Radha Mitchell,Adriana Barraza,George Lopez,Cheryl Hines,Richard Benjamin,Morgan Lily,Rachel Seiferth,Beth Grant,Dan Callahan
6825,490181,Thomas Jane,Ron Perlman,Devon Aoki,Sean Pertwee,Benno Fürmann,John Malkovich,Anna Walton,Tom Wu,Steve Toussaint,Luis Echegaray
6826,1185616,Ari Folman,Ori Sivan,Ronny Dayag,Shmuel Frenkel,Zahava Solomon,Ron Ben-Yishai,Dror Harazi,Miki Leon,Yehezkel Lazarov,
6827,1139797,Kåre Hedebrant,Lina Leandersson,Per Ragnar,Henrik Dahl,Karin Bergquist,Peter Carlberg,Ika Nord,Mikael Rahm,Karl-Robert Lindgren,Anders T. Peedu
6828,1104733,Steve Coogan,Catherine Keener,J.J. Soria,Skylar Astin,Phoebe Strole,Melonie Diaz,Arnie Pantoja,Michael Esparza,Natalie Amenula,Marshall Bell
6829,452608,Jason Statham,Joan Allen,Ian McShane,Tyrese Gibson,Natalie Martinez,Max Ryan,Jason Clarke,Frederick Koehler,Jacob Vargas,Justin Mader
6830,852713,Anna Faris,Colin Hanks,Emma Stone,Kat Dennings,Hugh Hefner,Christopher McDonald,Beverly D'Angelo,Katharine McPhee,Rumer Willis,Kiely Williams
6831,1031969,Rainn Wilson,Christina Applegate,Teddy Geiger,Josh Gad,Emma Stone,Jeff Garlin,Jane Lynch,Jason Sudeikis,Will Arnett,Howard Hesseman
6832,963807,Robert Bixby,Humphrey Bogart,Warren Buffett,George Bush,George W. Bush,Jimmy Carter,Bill Clinton,Stephen Colbert,Kent Conrad,Ander Crenshaw
6833,790686,Kiefer Sutherland,Paula Patton,Cameron Boyce,Arika Gluck,Amy Smart,Mary Beth Peil,John Shrapnel,Jason Flemyng,Tim Ahern,Julian Glover
6834,906665,Hideaki Itô,Kôichi Satô,Yûsuke Iseya,Masanobu Andô,Masato Sakai,Shun Oguri,Yôji Tanaka,Takaaki Ishibashi,Ruka Uchida,Takuya Mizoguchi
6835,1172206,Piotr Jagiello,Ireneusz Czop,Perry Benson,Thomas Turgoose,Kate Dickie,Wojciech Olczak,Wojtek Macierznski,Ben Porter,Jamie Belman,Steven Hillman
6836,887883,George Clooney,Frances McDormand,Brad Pitt,John Malkovich,Tilda Swinton,Richard Jenkins,Elizabeth Marvel,David Rasche,J.K. Simmons,Olek Krupa
6837,1213644,Matt Lanter,Vanessa Lachey,Gary 'G. Thang' Johnson,Nicole Parker,Crista Flanagan,Kim Kardashian,Ike Barinholtz,Carmen Electra,Tony Cox,Tad Hilgenbrink
6838,364970,Vin Diesel,Michelle Yeoh,Mélanie Thierry,Gérard Depardieu,Charlotte Rampling,Mark Strong,Lambert Wilson,Jérôme Le Banner,Joel Kirby,Souleymane Dicko
6839,988047,Don Cheadle,Guy Pearce,Saïd Taghmaoui,Neal McDonough,Alyy Khan,Archie Panjabi,Raad Rawi,Hassam Ghancy,Mozhan Navabi,Adeel Akhtar
6840,392878,Daniel Chacón,Ken Takemoto,Steven Seagal,Don McManus,Kate Fuglei,Abigail Mavity,Reid Weaver,Brian Powell,Adele Robbins,Jason L. Miller
6841,831887,Jaime King,Gabriel Macht,Dan Gerrity,Arthur the Cat,Kimberly Cox,Brian Neal Lucero,David Brian Martin,Larry Reinhardt-Meyer,Frank Miller,Eva Mendes
6842,472027,,,,,,,,,,
6843,814022,Nicolas Cage,Shahkrit Yamnarm,Charlie Yeung,Panward Hemmanee,Nirattisai Kaljareuk,Dom Hetrakul,Tuck Napaskorn,Stephen Baldocchi,Chris Heebink,James With
6844,401808,Joan Chen,Zhang Fan,Ge Gao,Bin Li,Jing Liang,Zifeng Liu,Haiying Sun,Haidi Wang,Hong Yihao,
6845,457275,Adam Kaufman,Catherine Mangan,Brad William Henke,Michael C. Williams,Paul McCarthy-Boyington,Misty Rosas,James Gammon,Joe Unger,John William Wright,Shea Elmore
6846,1034331,Robert De Niro,Al Pacino,50 Cent,Carla Gugino,John Leguizamo,Donnie Wahlberg,Brian Dennehy,Trilby Glover,Saidah Arrika Ekulona,Alan Rosenberg
6847,947802,Samuel L. Jackson,Patrick Wilson,Kerry Washington,Ron Glass,Justin Chambers,Jay Hernandez,Regine Nehy,Jaishon Fisher,Robert Pine,Keith Loneker
6848,995039,Greg Kinnear,Jordan Carlos,Dequina Moore,Joseph Badalucco Jr.,Brian Hutchison,Tyree Michael Simpson,Julia Murney,Ricky Gervais,Claire Lautier,Aasif Mandvi
6849,353324,Yuji Okumoto,Marcus Chong,Tito Ortiz,Tara Reid,David Boreanaz,Rosemberg Salgado,Edward Furlong,Emmanuelle Chriqui,Danny Trejo,Dave Baez
6850,800308,Ed Harris,Viggo Mortensen,Robert Jauregui,Jeremy Irons,Timothy V. Murphy,Luce Rains,James Tarwater,Boyd Kestner,Gabriel Marantz,Benjamin Rosenshein
6851,1282036,Frank Sudol,,,,,,,,,
6852,1059786,Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chiklis,Anthony Mackie,Ethan Embry,Billy Bob Thornton,Anthony Azizi,Cameron Boyce,Lynn Cohen
6853,455538,Kelan Guy,Janette Scott,Danny Huston,Simon Pegg,Megan Fox,Gillian Anderson,Kelly Jo Charge,Christian Maier Smith,Katherine Parkinson,Felicity Montagu
6854,981227,Michael Cera,Kat Dennings,Aaron Yoo,Rafi Gavron,Ari Graynor,Alexis Dziena,Jonathan B. Wright,Zachary Booth,Jay Baruchel,Justin Rice
6855,47682,Setsuko Hara,Sô Yamamura,Ken Uehara,Yôko Sugi,Teruko Nagaoka,Yatsuko Tan'ami,Chieko Nakakita,Rieko Sumi,Hisao Toake,Machiko Kitagawa
6856,929425,Salvatore Abbruzzese,Simone Sacchettino,Salvatore Ruocco,Vincenzo Fabricino,Vincenzo Altamura,Italo Renda,Francesco Pirozzi,Antonio Aiello,Vincenzo Caso,Anna Sarnelli
6857,864761,Keira Knightley,Ralph Fiennes,Charlotte Rampling,Dominic Cooper,Hayley Atwell,Simon McBurney,Aidan McArdle,John Shrapnel,Alistair Petrie,Patrick Godfrey
6858,913951,Rick Yune,Rachel Specter,Lance Henriksen,Bill Moseley,Ralf Moeller,Danny Trejo,Zack Ward,Natassia Malthe,Jason Connery,Michael Paré
6859,279077,,,,,,,,,,
6860,1084950,Sebastian Stan,Roslyn Ruff,Anne Hathaway,Bill Irwin,Anna Deavere Smith,Annaleigh Ashford,Zafer Tawil,Beau Sia,Innbo Shim,Eliza Simpson
6861,758774,Leonardo DiCaprio,Russell Crowe,Mark Strong,Golshifteh Farahani,Oscar Isaac,Ali Suliman,Alon Aboutboul,Vince Colosimo,Simon McBurney,Mehdi Nebbou
6862,970411,Saoirse Ronan,David Ryall,Harry Treadaway,Bill Murray,Mary Kay Place,Tim Robbins,Mackenzie Crook,Toby Jones,Ian McElhinney,B.J. Hogg
6863,6333,Dan Hanlon,Edna Pendleton,Curtis Benton,Allen Holubar,Matt Moore,Jane Gail,Howard Crampton,William Welsh,Lois Alexander,Wallis Clark
6864,467197,Mark Wahlberg,Mila Kunis,Beau Bridges,Ludacris,Chris O'Donnell,Donal Logue,Amaury Nolasco,Kate Burton,Olga Kurylenko,Rothaford Gray
6865,1007028,Elizabeth Banks,Seth Rogen,Craig Robinson,Gerry Bednob,Edward Janda,Nicholas Lombardi,Chris Milan,Jennifer Schwalbach Smith,Kenny Hotz,Brandon Routh
6866,1175491,Josh Brolin,Colin Hanks,Toby Jones,Dennis Boutsikaris,Jeffrey Wright,Thandiwe Newton,Scott Glenn,Richard Dreyfuss,Bruce McGill,Wes Chatham
6867,1046163,Dane Cook,Kate Hudson,Alec Baldwin,Jason Biggs,Diora Baird,Lizzy Caplan,Riki Lindhome,Mini Anden,Hilary Pingle,Nate Torrence
6868,383028,Philip Seymour Hoffman,Catherine Keener,Sadie Goldstein,Tom Noonan,Peter Friedman,Charles Techman,Josh Pais,Daniel London,Robert Seay,Michelle Williams
6869,416212,Dakota Fanning,Queen Latifah,Jennifer Hudson,Alicia Keys,Sophie Okonedo,Paul Bettany,Hilarie Burton,Tristan Mack Wilds,Nate Parker,Shondrella Avery
6870,1190617,Trace Adkins,Brandon Alter,Chriss Anglin,Geoffrey Arend,Scott Bailey,Dana Lyn Baron,Mark Vafiades,Morgan Beck,Julian Berlin,Randall Bosley
6871,1063669,Jürgen Vogel,Frederick Lau,Max Riemelt,Jennifer Ulrich,Christiane Paul,Jacob Matschenz,Cristina do Rego,Elyas M'Barek,Maximilian Vollmar,Max Mauff
6872,90182,Chishû Ryû,Werner Herzog,Yûharu Atsuta,Chris Marker,,,,,,
6873,963743,Georgia Groome,Aaron Taylor-Johnson,Karen Taylor,Alan Davies,Eleanor Tomlinson,Georgia Henshaw,Manjeeven Grewal,Kimberley Nixon,Sean Bourke,Tommy Bastow
6874,482572,Colin Farrell,Edward Norton,Jon Voight,Noah Emmerich,Jennifer Ehle,John Ortiz,Frank Grillo,Shea Whigham,Lake Bell,Carmen Ejogo
6875,469903,Rob Brown,Dennis Quaid,Darrin Dewitt Henson,Omar Benson Miller,Nelsan Ellis,Charles S. Dutton,Justin Martin,Justin Jones,Nicole Beharie,Aunjanue Ellis-Taylor
6876,280453,Dylan Neal,Andreas Katsulas,Alex Zahara,Myriam Sirois,Dean Marshall,Warren Takeuchi,Jennie Rebecca Hogan,Mackenzie Gray,David Storch,Enid-Raye Adams
6877,871427,,,,,,,,,,
6878,1032755,Gerard Butler,Tom Wilkinson,Thandiwe Newton,Mark Strong,Idris Elba,Tom Hardy,Karel Roden,Toby Kebbell,Jeremy Piven,Ludacris
6879,1054486,Billy West,Katey Sagal,John DiMaggio,Tress MacNeille,Maurice LaMarche,Phil LaMarr,Lauren Tom,David Herman,Kath Soucie,Frank Welker
6880,910812,,,,,,,,,,
6881,479952,Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric The Entertainer,Andy Richter,Bernie Mac,Alec Baldwin,Sherri Shepherd
6882,861689,Yûsuke Iseya,Julianne Moore,Jason Bermingham,Eduardo Semerjian,Danny Glover,Don McKellar,Ciça Meirelles,Antônio Fragoso,Lilian Blanc,Douglas Silva
6883,824747,Angelina Jolie,Gattlin Griffith,Michelle Gunn,Jan Devereaux,Erica Grant,Antonia Bennett,Kerri Randles,Frank Wood,Morgan Eastwood,Madison Hodges
6884,898367,Viggo Mortensen,Kodi Smit-McPhee,Robert Duvall,Guy Pearce,Molly Parker,Michael Kenneth Williams,Garret Dillahunt,Charlize Theron,Bob Jennings,Agnes Herrmann
6885,1010048,Dev Patel,Saurabh Shukla,Anil Kapoor,Raj Zutshi,Jeneva Talwar,Freida Pinto,Irrfan Khan,Azharuddin Mohammed Ismail,Ayush Mahesh Khedekar,Jira Banjara
6886,830515,Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini,Gemma Arterton,Jeffrey Wright,David Harbour,Jesper Christensen,Anatole Taubman
6887,430922,Seann William Scott,Paul Rudd,Christopher Mintz-Plasse,Bobb'e J. Thompson,Elizabeth Banks,Jane Lynch,Ken Jeong,Ken Marino,Kerri Kenney,A.D. Miles
6888,976060,Ayako Fujitani,Ryô Kase,Ayumi Ito,Nao Ômori,Satoshi Tsumabuki,Ken Mitsuishi,Yuno Iriguchi,Rie Minemura,Ben Himura,Kenjirô Ishimaru
6889,1130988,Jean-Claude Van Damme,Valérie Bodson,Hervé Sogne,Rock Chen,Huifang Wang,John Flanders,Renata Kamara,Mourade Zeguendi,Vincent Lecuyer,Jenny De Chez
6890,128996,Brandy Norwood,Bernadette Peters,Veanne Cox,Natalie Desselle Reid,Paolo Montalban,Jason Alexander,Whoopi Goldberg,Victor Garber,Whitney Houston,Michael Haynes
6891,1016290,Shun Oguri,Kyôsuke Yabe,Meisa Kuroki,Kenta Kiritani,Tsutomu Takahashi,Suzunosuke Tanaka,Kaname Endô,Yusuke Kamiji,Yûsuke Izaki,Hisato Izaki
6892,772181,David Kross,Daniel Brühl,Christian Redl,Robert Stadlober,Paula Kalenberg,Hanno Koffler,Anna Thalbach,Charly Hübner,Moritz Grove,Tom Wlaschiha
6893,1055366,Demi Lovato,Joe Jonas,Meaghan Martin,Maria Canals-Barrera,Alyson Stoner,Julie Brown,Daniel Fathers,Anna Maria Perez de Tagle,Jasmine Richards,Jordan Francis
6894,387736,,,,,,,,,,
6895,1132626,Tobin Bell,Costas Mandylor,Scott Patterson,Betsy Russell,Julie Benz,Meagan Good,Mark Rolston,Carlo Rota,Greg Bryk,Laura Gordon
6896,1135985,Josh Zuckerman,Amanda Crew,Clark Duke,James Marsden,Seth Green,Alice Greczyn,Katrina Bowden,Charlie McDermott,Mark L. Young,Cole Petersen
6897,851577,Pyotr Mamonov,Viktor Sukhorukov,Dmitriy Dyuzhev,Yuriy Kuznetsov,Viktoriya Isakova,Nina Usatova,Yana Esipovich,Olga Demidova,Timofey Tribuntsev,Aleksey Zelensky
6898,1014775,Piper Perabo,Manolo Cardona,Jamie Lee Curtis,José María Yazpik,Maury Sterling,Jesús Ochoa,Eugenio Derbez,Omar Leyva,Naomy Romo,Ali Hillis
6899,59320,Hideki Takahashi,Masako Izumi,Hiroko Itô,Kayo Matsuo,Hôsei Komatsu,Seizaburô Kawazu,Kaku Takashina,Kotobuki Hananomoto,Hiroshi Chiyoda,Yôko Yokota
6900,1068646,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,Arthur Fogel,Boubacar Toure,Burak Özyilmaz,Carl Nanor,Cherif Bounaïdja Rachedi,Dalla Doucoure,Damien Gomes
6901,1031280,Charles Baker,Jill Wagner,Paulo Costanzo,Shea Whigham,Rachel Kerbs,Laurel Whitsett,,,,
6902,455824,Shea Adams,Eddie Baroo,Ray Barrett,Tony Barry,Jamal Sydney Bednarz,Damian Bradford,Bryan Brown,Nathin Art Butler,Tara Carpenter,Rebecca Chatfield
6903,397892,John Travolta,Miley Cyrus,Susie Essman,Mark Walton,Malcolm McDowell,James Lipton,Greg Germann,Diedrich Bader,Nick Swardson,J.P. Manoux
6904,1013753,Sean Penn,Emile Hirsch,Josh Brolin,Diego Luna,James Franco,Alison Pill,Victor Garber,Denis O'Hare,Joseph Cross,Stephen Spinella
6905,1099212,Kristen Stewart,Sarah Clarke,Matthew Bushell,Billy Burke,Gil Birmingham,Taylor Lautner,Gregory Tyree Boyce,Justin Chon,Michael Welch,Anna Kendrick
6906,1172571,Eva Birthistle,Stephen Campbell Moore,Jeremy Sheffield,Rachel Shelley,Hannah Tointon,Rafiella Brooks,Jake Hathaway,William Howes,Eva Sayer,
6907,1129442,Jason Statham,Natalya Rudakova,François Berléand,Robert Knepper,Jeroen Krabbé,Alex Kobold,David Atrakchi,Yann Sundberg,Eriq Ebouaney,David Kammenos
6908,369436,Vince Vaughn,Reese Witherspoon,Robert Duvall,Sissy Spacek,Jon Voight,Jon Favreau,Mary Steenburgen,Dwight Yoakam,Tim McGraw,Kristin Chenoweth
6909,914798,Asa Butterfield,Zac Mattoon O'Brien,Domonkos Németh,Henry Kingsmill,Vera Farmiga,Cara Horgan,Zsuzsa Holl,Amber Beattie,László Áron,David Thewlis
6910,1129423,Kirk Cameron,Erin Bethea,Ken Bevel,Stephen Dervan,Eric Young,Jason McLeod,Harris Malcom,Phyllis Malcom,Perry Revell,Stephanie Makulinski
6911,465502,John Cusack,Myleene Klass,Robin Howard,Matt McKenna,John Cleese,Steve Buscemi,Sean Hayes,Jess Harnell,Eddie Izzard,Jennifer Coolidge
6912,233044,,,,,,,,,,
6913,986233,Stuart Graham,Laine Megaw,Brian Milligan,Liam McMahon,Karen Hassan,Michael Fassbender,Frank McCusker,Lalor Roddy,Helen Madden,Des McAleer
6914,450314,Ray Stevenson,Dominic West,Doug Hutchison,Colin Salmon,Wayne Knight,Dash Mihok,Julie Benz,Stephanie Janusauskas,Mark Camacho,Romano Orzari
6915,897387,Mike Myers,Eddie Murphy,Cameron Diaz,Antonio Banderas,Sean Bishop,Cody Cameron,Susan Fitzer,Christopher Knights,Gary Trousdale,Conrad Vernon
6916,828154,Slavoj Zizek,,,,,,,,,
6917,1118511,Peter Sallis,Sally Lindsay,Sarah Laborde,Ben Whitehead,,,,,,
6918,970416,Keanu Reeves,Jennifer Connelly,Kathy Bates,Jaden Smith,John Cleese,Jon Hamm,Kyle Chandler,Robert Knepper,James Hong,John Rothman
6919,892255,Julia Ormond,Benicio Del Toro,Oscar Isaac,Pablo Guevara,Franklin Díaz,Armando Suárez Cobián,Rodrigo Santoro,María Isabel Díaz Lago,Demián Bichir,Mateo Gómez
6920,374569,Demián Bichir,Rodrigo Santoro,Benicio Del Toro,Catalina Sandino Moreno,María D. Sosa,Raúl Beltrán,Raúl 'Pitín' Gómez,Paty M. Bellott,Othello Rensoli,Franka Potente
6921,918927,Meryl Streep,Philip Seymour Hoffman,Amy Adams,Viola Davis,Alice Drummond,Audrie Neenan,Susan Blommaert,Carrie Preston,John Costelloe,Lloyd Clay Brown
6922,1205489,Clint Eastwood,Christopher Carley,Bee Vang,Ahney Her,Brian Haley,Geraldine Hughes,Dreama Walker,Brian Howe,John Carroll Lynch,William Hill
6923,870111,Frank Langella,Michael Sheen,Sam Rockwell,Kevin Bacon,Matthew Macfadyen,Oliver Platt,Rebecca Hall,Toby Jones,Andy Milder,Kate Jennings Grant
6924,976051,Ralph Fiennes,Jeanette Hain,David Kross,Kate Winslet,Susanne Lothar,Alissa Wilms,Florian Bartholomäi,Friederike Becht,Matthias Habich,Frieder Venus
6925,1121794,Tomoya Nagase,Yuri Chinen,Kôichi Yamadera,Akio Ôtsuka,Unshô Ishizuka,Mamoru Miyano,Maaya Sakamoto,Jun Hazumi,Tomoyuki Shimura,Takurô Kitagawa
6926,814314,Will Smith,Rosario Dawson,Woody Harrelson,Michael Ealy,Barry Pepper,Elpidia Carrillo,Robinne Lee,Joe Nunez,Bill Smitrovich,Tim Kelleher
6927,1125849,Mickey Rourke,Marisa Tomei,Evan Rachel Wood,Mark Margolis,Todd Barry,Wass Stevens,Judah Friedlander,Ernest Miller,Dylan Keith Summers,Tommy Farra
6928,421715,Cate Blanchett,Brad Pitt,Julia Ormond,Faune Chambers Watkins,Elias Koteas,Donna Duplantier,Jacob Tolano,Earl Maddox,Ed Metzger,Jason Flemyng
6929,1068680,Jim Carrey,Zooey Deschanel,Bradley Cooper,John Michael Higgins,Rhys Darby,Danny Masterson,Fionnula Flanagan,Terence Stamp,Sasha Alexander,Molly Sims
6930,985699,Tom Cruise,Kenneth Branagh,Bill Nighy,Tom Wilkinson,Carice van Houten,Thomas Kretschmann,Terence Stamp,Eddie Izzard,Kevin McNally,Christian Berkel
6931,983213,Kenji Mizuhashi,Yoshimi Kondou,Satomi Hanamura,Ayaka Onoue,Risa Mizuno,Yuka Terazaki,Yûko Nakamura,Masami Iwasaki,Rei Kondo,Hiroshi Shimozaki
6932,449040,C. Thomas Howell,Rhett Giles,Andy Lauer,Tinarie van Wyk Loots,Jake Busey,Dashiell Howell,Peter Greene,Kim Little,Edward DeRuiter,Meredith Laine
6933,953318,Marijke Pinoy,Greg Timmermans,Cesar De Sutter,Gilles De Schryver,Bavo Smets,Katrien Pierlet,Rebecca Lenaerts,Maarten Claeyssens,Titus De Voogdt,Pol Goossen
6934,960731,Adam Sandler,Keri Russell,Guy Pearce,Russell Brand,Richard Griffiths,Teresa Palmer,Lucy Lawless,Courteney Cox,Jonathan Morgan Heit,Laura Ann Kesling
6935,1024715,Kathryn Alexander,Teodorina Bello,Kate Blumberg,Jonah Bobo,Willi Burke,Heather Burns,David Fonteno,Matt Gerald,Clark Gregg,Joel Grey
6936,959337,Kate Winslet,Leonardo DiCaprio,Christopher Fitzgerald,Jonathan Roumie,Neal Bledsoe,Marin Ireland,Samantha Soule,Heidi Armbruster,Sam Rosen,Maria Rusolo
6937,212579,Rowan Atkinson,Tony Robinson,Stephen Fry,Hugh Laurie,Tim McInnerny,Miranda Richardson,Tyrannosaurus Rex,Patsy Byrne,Colin Firth,Rik Mayall
6938,94754,Rowan Atkinson,Tony Robinson,Miranda Richardson,Stephen Fry,Hugh Laurie,Robbie Coltrane,Miriam Margolyes,Jim Broadbent,Patsy Byrne,Denis Lill
6939,1152758,Kurt Kuenne,Andrew Bagby,David Bagby,Kathleen Bagby,Shirley Turner,Zachary Andrew Turner,Heather Arnold,Jon Atkinson,Bob Bagby,Earlene Bagby
6940,1024255,Emma Roberts,Lexi Ainsworth,Shelby Young,Johnny Pacar,Aidan Quinn,Natasha Richardson,Georgia King,Ruby Thomas,Eleanor Turner-Moss,Kimberley Nixon
6941,1034303,Daniel Craig,Liev Schreiber,Jamie Bell,Alexa Davalos,Allan Corduner,Mark Feuerstein,Tomas Arana,Jodhi May,Kate Fahy,Iddo Goldberg
6942,1332128,Jacque Fresco,Roxanne Meadows,John Perkins,George Carlin,Jiddu Krishnamurti,Ron Paul,,,,
6943,822832,Owen Wilson,Jennifer Aniston,Eric Dane,Kathleen Turner,Alan Arkin,Nathan Gamble,Haley Bennett,Ann Dowd,Clarke Peters,Finley Jacobsen
6944,876563,Tomoko Yamaguchi,Kazushige Nagashima,Yûki Amami,George Tokoro,Yuria Nara,Hiroki Doi,Rumi Hiiragi,Akiko Yano,Kazuko Yoshiyuki,Tomoko Naraoka
6945,27664,Gary Cooper,Madeleine Carroll,Akim Tamiroff,Dudley Digges,Porter Hall,William Frawley,J.M. Kerrigan,Philip Ahn,Lee Tong Foo,Leonid Kinskey
6946,407384,,,,,,,,,,
6947,1220719,Donnie Yen,Simon Yam,Lynn Xiong,Hiroyuki Ikeuchi,Ka-Tung Lam,Siu-Wong Fan,Xing Yu,You-Nam Wong,Yu-Hang To,Calvin Ka-Sing Cheng
6948,420238,Matthew Broderick,Dustin Hoffman,Emma Watson,Tracey Ullman,Kevin Kline,William H. Macy,Stanley Tucci,Ciarán Hinds,Robbie Coltrane,Tony Hale
6949,901476,Kate Hudson,Anne Hathaway,Bryan Greenberg,Chris Pratt,Steve Howey,Candice Bergen,Kristen Johnston,Michael Arden,Victor Slezak,Kelly Coffield Park
6950,447166,Nathan Rice,Carol Roscoe,Brian S. Lewis,Scott C. Brown,Christian Doyle,Jennifer Page,Geoff Gibbs,Ed Gibbs,Don Early,Sean K. Reynolds
6951,1259014,Vincent Cassel,Cécile de France,Gérard Depardieu,Gilles Lellouche,Roy Dupuis,Elena Anaya,Florence Thomassin,Michel Duchaussoy,Myriam Boyer,Abdelhafid Metalsi
6952,1179891,Jensen Ackles,Jaime King,Kerr Smith,Betsy Rue,Edi Gathegi,Tom Atkins,Kevin Tighe,Megan Boone,Karen Baum,Joy de la Paz
6953,850253,André 3000,Jennifer Carpenter,Isaach De Bankolé,Woody Harrelson,Martin Henderson,Joshua Jackson,Ray Liotta,Tzi Ma,Ivana Milicevic,Connie Nielsen
6954,480669,Karra Elejalde,Candela Fernández,Bárbara Goenaga,Nacho Vigalondo,Juan Inciarte,,,,,
6955,1135493,Amy Acker,Tom Wisdom,John Rhys-Davies,Arnold Vosloo,Razvan Vasilescu,Oana Pellea,Cabral Ibacka,Ovidiu Niculescu,Loredana Groza,Cristian Motiu
6956,834001,Michael Sheen,Bill Nighy,Rhona Mitra,Steven Mackintosh,Kevin Grevioux,David Aston,Geraldine Brophy,Leighton Cardno,Alex Carroll,Elizabeth Hawthorne
6957,494238,Brendan Fraser,Sienna Guillory,Eliza Bennett,Richard Strange,Paul Bettany,Helen Mirren,Matt King,Steve Speirs,Jamie Foreman,Stephen Graham
6958,105251,Robert Carradine,Ted McGinley,Curtis Armstrong,Julia Montgomery,Gregg Binkley,Richard Israel,Morton Downey Jr.,John Pinette,Grant Heslov,Henry Cho
6959,110982,Robert Carradine,Curtis Armstrong,Julia Montgomery,Corinne Bohrer,Christina Pickles,Jessica Tuck,Robert Picardo,Stephen Davies,Larry B. Scott,Brian Tochi
6960,1114740,Kevin James,Keir O'Donnell,Jayma Mays,Raini Rodriguez,Shirley Knight,Stephen Rannazzisi,Peter Gerety,Bobby Cannavale,Adam Ferrara,Jamal Mixon
